order_id,customer_id,seller_id,order_date,product_id,product_category_name,customer_gender,customer_age,customer_city,customer_state,seller_state,payment_type_mode,order_items_qty,price,shipping_charges,order_sale_value
cacc1fb58a377d93574c303d6c901986,82750cc54b85f69aa3d33e87bcbfd55c,37515688008a7a40ac93e3b2e4ab203f,11/7/2017,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,F,28,monte aprazivel,SP,SP,credit_card,1,24.5,11.85,36.35
8ee4362f8dfc794ac7cb9b309b4a87b3,b3c9b5795c9e172c44c29fbb63f750d8,6c7d50c24b3ccd2fd83b44d8bb34e073,8/26/2017,c1b851dcfa2dd09a9349f396b2daeacb,furniture_decor,M,43,vila velha,ES,SP,credit_card,1,99.0,25.53,124.53
297885db9322571cf7e8f87662362888,c0fe767fcab876d0056471c18e1b01f2,f4db9b37944bcb8873e6b456ee190bbf,1/12/2018,60567eaf5cdf794639e94508ec387a82,fashion_bags_accessories,M,27,itapecuru mirim,MA,SP,credit_card,1,169.99,43.0,212.99
94140a08f88b5440f7fc0e4b0fcfc3bb,145ed96e22cdb678a8b4107d72fddcc8,28f10b1c5e5abb9d4857745bede6147c,6/22/2018,a1e903cd2d23763ef8b85ec12eb79d9c,sports_leisure,M,26,bebedouro,SP,SP,credit_card,1,42.0,12.95,54.95
d39e9ca8b53fe40e2f41cad1e5f09066,8110d60f8d49ab980e779037b5b57fb0,634964b17796e64304cadf1ad3050fb7,5/9/2018,a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,M,26,rio verde,GO,RJ,credit_card,1,105.0,13.96,118.96
ba21298fdb05dad91b7b31f4b3b17364,fe25a8b8eb9ca365ba5b01f39f7d0d00,620c87c171fb2a6dd6e8bb4dec959fc6,2/14/2018,9bb8ca338e5588c361e34eae02e8fad6,health_beauty,F,47,manhuacu,MG,RJ,boleto,6,59.9,2.83,376.38
6a9a4c2b15294a31288a5fabc2427807,39bca3007293ab6992e74006abc9b462,2a50b7ee5aebecc6fd0ff9784a4747d6,11/27/2017,34eb6a7adb729aa877c2eeccf886f09f,construction_tools_construction,F,36,rio de janeiro,RJ,DF,credit_card,2,99.9,32.22,264.24
a3f9bebb285f1758e8c3115c754d76d4,f22908184f6c250227bab0453b879e35,4371b634e0efc0e22b09b52907d9d469,9/29/2017,17c8d9777ad1009a904230d2728fa412,health_beauty,M,26,sao vicente,SP,SP,credit_card,1,12.0,7.78,19.78
fbd299c9b305701ce40810926aa2fc80,4e09d09cd090c8eae85ebae0d2961c4e,e3dd723429d1b23614b7fa85e2c7a853,3/25/2018,d0055a776e27ad64a6fe6b69da52fa8a,health_beauty,M,39,sao paulo,SP,SP,credit_card,1,161.1,27.98,189.08
585bfc58c577f0e1deb3d9b49fc7535e,4674699db4b6cde2515658ac74224f8a,8d956fec2e4337affcb520f56fd8cbfd,7/5/2018,abc3432ff825d8e524db1d4eac6d2099,telephony,M,39,jaragua do sul,SC,SP,boleto,1,39.99,18.38,58.37
4b8f5652792df716a6e936ae0c78a935,a56b03f5e6015f1a502b9810309b98b7,b92e3c8f9738272ff7c59e111e108d7c,6/26/2017,f9e5efb845b51d764b06f149eb99fc7f,furniture_decor,M,41,salvador,BA,MG,credit_card,1,49.9,19.59,69.49
0277fae7eda81470bf6c87dc570e267a,1b7500033ab2ef2a6e9a8e9b9aa3d660,a6fe7de3d16f6149ffe280349a8535a0,2/8/2018,95d8de3420cf92ad4824b588db2604cf,fashion_underwear_beach,F,49,imbituba,SC,SP,credit_card,1,49.9,15.1,65.0
231f5faa326e8643dc979ef4dcc9cd31,9599f5e43a9b54a82ab4392a0c8e94f5,6560211a19b47992c3666cc44a7e94c0,8/5/2018,a92930c327948861c015c919a0bcb4a8,watches_gifts,M,40,esteio,RS,SP,credit_card,1,78.0,15.65,93.65
38e9133ce29f6bbe35aed9c3863dce01,ad312389a098ceff46ce92c4595c06d0,fa40cc5b934574b62717c68f3d678b6d,10/12/2017,014a8a503291921f7b004a5215bb3c36,baby,F,50,araraquara,SP,SP,boleto,1,36.9,11.85,48.75
8ff5ec04a3f395979b2371a0a9ef4136,e2be03bf1a62687ebecd09d2fade9c2e,8b28d096634035667e8263d57ba3368c,9/13/2017,9a99bb9931fce41bda596488d0653c39,small_appliances,F,35,belo horizonte,MG,SP,credit_card,1,103.8,17.98,121.78
7df4045bb089bf92e7eaf3b506b6423b,9bbbcc15de251fd463cec54df59a24e8,c70c1b0d8ca86052f45a432a38b73958,7/26/2018,9da44726bd1515c649cee56a272795e4,health_beauty,M,49,florianopolis,SC,SP,credit_card,1,95.0,15.77,110.77
