order_id,customer_id,seller_id,order_date,product_id,product_category_name,customer_gender,customer_age,customer_city,customer_state,seller_state,payment_type_mode,order_items_qty,price,shipping_charges,order_sale_value
1800047130a05e584deadf5893a3c74b,fa8bd7fb24bdbc085a2e0676ce5461cc,5656537e588803a555b8eb41f07a944b,8/22/2018,ab1f9387c0627dd24000bfbc54fdeee0,electronics,F,24,niteroi,RJ,DF,credit_card,1,18.89,17.06,35.95
31cb68b9dd0585b7d33d7c6d63df94df,a7263ca2a95cbbda501cdb4e676dbfb5,8b321bb669392f5163d04c59e235e066,3/25/2018,cadb69af336c16aba5c5223599821245,electronics,F,45,guarulhos,SP,SP,boleto,1,13.65,8.29,21.94
f940971157111a7fe49e332623c9fec0,914db96caec65d45202426db4679490e,1da3aeb70d7989d1e6d9b0e887f97c23,6/14/2018,53bf7ec76fb003c1e46c3811fb17727f,sports_leisure,F,32,sorocaba,SP,SP,credit_card,1,24.99,7.44,32.43
b3972553659428ed5bedf02023057ada,3e28146b1969573495023a593a711bb1,04308b1ee57b6625f47df1d56f00eedf,2/27/2018,628f5ed6c14790dcb9233c8dbf596175,health_beauty,M,23,goianesia,GO,SC,credit_card,1,535.9,37.55,573.45
6a9ed89907267cac71cbbf67931313a2,827a5d5a014607756a15b47b7d21da37,f5a590cf36251cf1162ea35bef76fe84,1/2/2018,44e086c4a977f37a888627b43880586c,musical_instruments,F,36,sao paulo,SP,SP,credit_card,1,59.0,8.72,67.72
953f6193240153af3fd76c055a3c544b,fcfbe3abb8affdbf76960957bbc2cc02,3d871de0142ce09b7081e2b9d1733cb1,1/1/2018,d89ed37e2fb1f15513f2e8f8723b203f,books_general_interest,F,40,coromandel,MG,SP,boleto,1,59.0,15.16,74.16
e67c98054d83d2b7a9ba6e37eb2ca005,c838e44ef735bf81eaaf088eca9e4b18,638cba8be1fb599bbb76fd6948351eb3,7/1/2017,84dbf59971e2dd6aede4b0e0b1847a54,sports_leisure,M,38,sao paulo,SP,SP,credit_card,2,20.3,8.27,57.14
fd7d4eb658279656ec6fa1ff66620925,b83c6d5f769b0e788a6bbd435c6036aa,8b321bb669392f5163d04c59e235e066,6/22/2018,39678bc6ddb608fa59c306b78f51efe8,electronics,M,41,barueri,SP,SP,boleto,1,12.9,7.39,20.29
8193580d95dea97d43937711060b2846,4227cf6df4208d3ff1ce0aaa14e265a9,53243585a1d6dc2643021fd1853d8905,11/9/2017,a5215a7a9f46c4185b12f38e9ddf2abc,computers,M,38,chapeco,SC,BA,boleto,1,1340.0,51.79,1391.79
8728d50cf8a703b24a9f7d755d9e40d9,d42e6d6ecf34bc3f0d2dfe281274e4ad,2059c39f76271d4ca3f15b5ffaccc8b8,5/12/2017,095cb863f2b04911455ad33f5177062e,books_general_interest,M,26,conchal,SP,PR,credit_card,1,53.9,16.14,70.04
64abededdf5e85a774c72bf6a4ea4a10,e821617ecdb325648a8f039e537048e2,da8622b14eb17ae2831f4ac5b9dab84a,1/11/2018,0a4093a4af429dc0a9334300e5c13ae5,health_beauty,M,50,sao paulo,SP,SP,boleto,1,29.9,8.11,38.01
5ab8c9146a69c23d2d92d7b5399705ce,3523eda934adb63d616d08e834a135b7,d1c281d3ae149232351cd8c8cc885f0d,1/5/2018,7768494922ec00df78713cb957ae63c8,bed_bath_table,M,28,vitoria,ES,SP,credit_card,1,119.99,45.3,165.29
44c652443459cd095f4298d1d1daa389,ff8fa0e333a5b7b5362e76311b4ae90a,f84fa566034f5e8e880a07ec624c56af,3/21/2018,437c05a395e9e47f9762e677a7068ce7,health_beauty,M,34,palmas,TO,SP,credit_card,1,47.65,19.04,66.69
2be8f3f9bfd6f4349d7c95dfaa619b21,eab78dd9dd163be36013d95fb82739a8,f46490624488d3ff7ce78613913a7711,7/22/2018,9ac1378f05cd222b3fb34a3cccc626c7,health_beauty,M,48,sao bernardo do campo,SP,SP,credit_card,1,39.9,11.3,51.2
b785f684c6c23dbfaa4467caac850e82,4238889e66ea1c168b033007db7cdafd,229c3efbfb0ea2058de4ccdfbc3d784a,6/7/2017,34d6306314a47fe15c1efdbc23302020,computers_accessories,F,28,sao goncalo,RJ,MG,credit_card,1,69.0,14.23,83.23
156242b49774cc67b7917c512bc128dd,78756227f125559cd869e1de36480a89,1f50f920176fa81dab994f9023523100,1/15/2018,53759a2ecddad2bb87a079a1f1519f73,garden_tools,M,35,viamao,RS,SP,credit_card,2,49.9,17.6,135.0
8b811ce1136aa62076a39e8b8957dcd5,5c664af0ac60101f1ca9f331b338e66b,688756f717c462a206ad854c5027a64a,5/10/2018,ada916969296efb7a3f68cced80f60b8,housewares,F,40,lagoa santa,MG,SP,boleto,6,18.0,16.32,205.92
78dd421c4700121100bb1297168a05d6,190b368f5dc9f4df66376860dbc8af15,710e3548e02bc1d2831dfc4f1b5b14d4,2/11/2018,cd46a885543f0e169a49f1eb25c04e43,computers_accessories,F,35,jundiai,SP,PR,credit_card,1,99.99,14.43,114.42
fc5701b47c62ca3a3f7c2514cd5edc56,5a9602cc6ddcdb2b24f0472bc9efaac1,5160d23075764e18e07c1f4a87fad743,10/25/2017,b3527dfb6edff14e475198b5c8bdf85e,toys,F,24,sao paulo,SP,SP,credit_card,1,75.0,7.78,82.78
3dad0905a583dc80815b7666efddc84d,e17dbbd9f659bf72e9d742658f9f3d6f,575df70bde3f9f2b30bf8d2e9910d725,3/19/2018,eabe034f4937c45aac341f1dc8fe1454,construction_tools_construction,F,43,sao paulo,SP,SP,credit_card,4,65.0,13.81,315.24
0bece47d86c4c6000ca551001a15669d,cfd291abeecfeb65e06539b6fcf99b92,87142160b41353c4e5fca2360caf6f92,10/11/2017,68361925fcb61b3627e79dd95137ae7f,computers_accessories,M,50,porto alegre,RS,RS,boleto,3,59.9,9.09,206.97
0581cc006c5d0b4351b5435336828add,46fe2c3e3a512f1d45f193379522a24e,46dc3b2cc0980fb8ec44634e21d2718e,7/1/2017,8f983b383c2d3e409d71cfd12dbc7a42,baby,M,39,canoas,RS,RJ,credit_card,1,349.99,20.69,370.68
d42ae950f4e723eab090b9a51ef3557e,5bc6303a8f33f8124761f676d3f66560,da8622b14eb17ae2831f4ac5b9dab84a,3/7/2018,f4d705aa95ccca448e5b0deb6e5290ba,bed_bath_table,M,33,tres coracoes,MG,SP,voucher,1,24.9,19.95,44.85
eb66508d16233a5ef656f592bea79a56,b4c90155d3643b32666a1a0a0343e625,955fee9216a65b617aa5c0531780ce60,1/13/2018,aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,M,41,rio de janeiro,RJ,SP,debit_card,1,69.9,19.98,89.88
421deffec215845f8632fb3543789f86,07d32200708d263fc5006988e4b6eff7,9f505651f4a6abe901a56cdc21508025,8/24/2018,d04857e7b4b708ee8b8b9921163edba3,computers_accessories,F,29,blumenau,SC,SP,credit_card,1,84.99,18.7,103.69
4bafda97f5402269975aa9d45b82b9b2,54141e794a36e7897371026becaed62e,66922902710d126a0e7d26b0e3805106,2/23/2018,ca5c923962558430573f83661dbe36d6,pet_shop,F,23,porto alegre,RS,MG,credit_card,1,120.0,19.38,139.38
d26e5113b124c2bf24274139cf339a8b,dcd98ca7612d608435bc8233248e8b4c,6560211a19b47992c3666cc44a7e94c0,7/3/2018,9c7ce59c96e74dfdfc51f13a4a6c3869,watches_gifts,M,28,fortaleza,CE,SP,credit_card,1,29.0,19.11,48.11
ca2e903694060ebba7122c9c4c7087db,d311c628443ba6c53505941a0e1b183b,cca3071e3e9bb7d12640c9fbe2301306,8/15/2017,c857b96593773e940454e76efa8eabb3,furniture_decor,F,23,ribeirao preto,SP,SP,credit_card,1,51.92,12.7,64.62
aa4f33b236ebf41f573308022ef7496b,5c26e0e4ce3f4010770fb5a3137dee77,d50d79cb34e38265a8649c383dcffd48,7/18/2017,d26580768894ea0cdc9f19dc672956c2,housewares,M,40,belo horizonte,MG,SP,credit_card,1,169.99,23.51,193.5
39ce583d015282eb748be465a0306f85,940315ea735d972f39c451d478055de2,5d3bb11474a06bdc23fb9e89f1164ee0,6/28/2018,cc1cb33bcc814aeaa4631761a34bd23e,furniture_decor,F,42,londrina,PR,SP,boleto,1,78.8,13.21,92.01
aa57c8f21178b5061a77762e7efa5828,99c764676929a7492684e478d5255a55,e9779976487b77c6d4ac45f75ec7afe9,5/17/2018,054515fd15bc1a2029f10de97ffa9120,sports_leisure,M,49,sao paulo,SP,SP,boleto,1,43.0,7.87,50.87
68a12bb95639602e21788f55c752857f,87b8555f86bb716ec7408383f4f3d889,1da3aeb70d7989d1e6d9b0e887f97c23,3/26/2018,01503fbd89d42654631476b292b8bc8c,sports_leisure,F,43,sao bernardo do campo,SP,SP,credit_card,1,89.99,7.49,97.48
0758015124a0c9af755d31a7bf0efedc,6c4d762aaa6ab65c892e6cdd1de5947a,1900267e848ceeba8fa32d80c1a5f5a8,9/16/2017,8a443635fdf9759915c9be5be2e3b862,bed_bath_table,M,48,malacacheta,MG,SP,credit_card,2,99.9,112.44,424.68
124989cec6f415c879769c699f3134e2,1298b31750ae11bc372f731e76d3a6f0,7681ef142fd2c19048da7430856b5588,2/9/2018,d04bbac48960ecb7ea311b00ca6e1cb7,industry_commerce_and_business,F,32,sao paulo,SP,SP,credit_card,1,102.0,15.47,117.47
81ba9566702881081845a0cde9767e2e,13b4a30f07976e07d146e1d615f0812d,1f50f920176fa81dab994f9023523100,7/21/2017,b0961721fd839e9982420e807758a2a6,garden_tools,F,46,brasilia,DF,SP,boleto,6,59.9,17.67,465.42
90747e77f1f92c16ef47b7e5aa910e0d,1a1e2f5f736b406930c33aba1d9dface,8d956fec2e4337affcb520f56fd8cbfd,8/21/2018,caa1675deee5711b3aff1e4f5946266f,electronics,F,39,florianopolis,SC,SP,boleto,1,74.31,15.62,89.93
bf98c50762b9fc7e06742bcd424e1e9f,201142652b8594b971071e2242e7e0be,95e03ca3d4146e4011985981aeb959b9,11/7/2017,149e60a7a51b85a834c055f8025ae3e5,housewares,M,32,santo andre,SP,RJ,credit_card,1,25.0,14.1,39.1
4420cbe16c262f724b648cd1294c88b6,8655fe7b7fda80004fa4c9e0cd65cd57,82e0a475a88cc9595229d8029273f045,3/25/2017,202d7062d09aa564dfd5aaa1aac775b6,furniture_decor,F,45,rio de janeiro,RJ,SP,boleto,1,295.0,29.2,324.2
7a5098bfacce471e5cec8583f0dfe4c6,05504b0007f99eaae8d5fbf8cd780798,7d76b645482be4a332374e8223836592,10/31/2017,b697c503df6dc2612e7f601a189718d0,telephony,M,28,passo fundo,RS,SP,credit_card,1,24.9,15.1,40.0
adbbe31eab3ec8799e71b8fd89956464,40e86a3dad650ba87f73f66396ca34ef,77530e9772f57a62c906e1c21538ab82,1/31/2017,2647bd04a8ac8605c0034dc49d21445d,furniture_decor,F,35,ibirite,MG,PR,boleto,1,49.0,16.05,65.05
7d23dea62e7241762a980fbe316ff0f1,b6865a026e2cc18c57cb343b012f0cbd,8b321bb669392f5163d04c59e235e066,12/4/2017,b60856ce32d90658dbf99b9485327c25,electronics,M,44,rio das ostras,RJ,SP,credit_card,1,9.0,15.1,24.1
a25d43b087190f76ed13ac240693ded6,2e15b77f1422880d98206feb4ce7cbca,620c87c171fb2a6dd6e8bb4dec959fc6,6/7/2018,196c1cb4773764eca858159261a90f35,perfumery,M,33,monte siao,MG,RJ,credit_card,1,309.9,20.05,329.95
dba8b25261a1f7f5e1f32b1203796812,a1b016bef8693b86fbc40d6773f8f29e,7b1222c3624aa89b9558b50a2594188c,4/28/2017,6d6bbd5f721f3f5c506907043b72b3b3,toys,M,40,salvador,BA,SP,credit_card,1,729.99,27.04,757.03
f883e09a1fb01318052c6ab839efb34a,12dca0bf14588cc10f18a9f9abaef604,0ea22c1cfbdc755f86b9b54b39c16043,10/10/2016,d984b9203bd56960bbdda0bb7f05f781,fashion_bags_accessories,M,23,santa rosa,RS,MG,boleto,1,24.9,20.8,45.7
cc46818e210f019a0a7c59b03fc43c8e,69a79fd7c17487aa334541535b78ce31,5b8154610ebb21fb90eb587365e673df,6/13/2018,1945afae0c93166dce1f186d00125695,computers_accessories,F,26,sao goncalo do para,MG,SP,credit_card,1,499.9,47.3,547.2
e31a2b3f109d2dd1b7d4d9695880e68e,7bb5fcdd5b5fc703c8f9420e3a0fc21d,6a8b085f816a1f75f92dbac6eb545f8f,2/4/2018,cb606ee58d4f11da0e4b813f87f6fd46,auto,F,33,jussara,GO,SP,credit_card,1,19.9,15.1,35.0
904d11cd469667b16a5120682899827a,1b72867b2a38d4e787de4a1d5fb65ac0,b2ba3715d723d245138f291a6fe42594,1/26/2018,90f39a309a8c05fa7aa4ef02178059cb,stationery,F,38,passo fundo,RS,SP,credit_card,1,289.9,17.79,307.69
fa141a7eaa934d2cabe21138a23a10ce,b7b240223f7d8bafbceac9f74d8b60d4,cc419e0650a3c5ba77189a1882b7556a,12/1/2017,4c2394abfbac7ff59ec7a420918562fa,health_beauty,M,23,joinville,SC,SP,boleto,1,84.99,16.35,101.34
3f8dc90a470531b954d9b654e20c58af,2b034f3bb93bc729a85f9d5686c8823f,da8622b14eb17ae2831f4ac5b9dab84a,4/20/2018,73ae8d8ca7df19a982c92fc1265d9e46,bed_bath_table,F,31,rio de janeiro,RJ,SP,credit_card,1,74.9,23.1,98.0
2cb099a54d7344bfd05b445214be4e7f,075ab615207ab1a9425b22157f9a0941,6d803cb79cc31c41c4c789a75933b3c7,7/30/2017,2e274768896aa2c7635b9689423a5d34,sports_leisure,M,45,cajamar,SP,SP,credit_card,1,44.9,15.98,60.88
ca649df2968bbbc843a5c75c7bc803ba,2cfe4a934e085d0311823648400e4cd2,a416b6a846a11724393025641d4edd5e,11/14/2017,65bfaa2fff2cfb55a0b7a466549e6758,health_beauty,F,35,fortaleza,CE,SP,credit_card,1,420.0,23.34,443.34
8be0e6cff38ca7f3d8709433d1f649af,748454d655fa072522bdeb9c6218c3ae,d2374cbcbb3ca4ab1086534108cc3ab7,5/11/2017,0be487faac01dd57fd7ed17cfbdf2dee,bed_bath_table,M,47,osasco,SP,SP,credit_card,1,22.9,11.85,34.75
41368be455ef238cbcee276dc859c1bb,fd2b46c709e963e3111374306ec28392,9a84ba99f5367fdbd4598363496f1ea2,4/5/2017,1529199a7d88ac40cef5b4a508f18f2c,sports_leisure,F,31,embu,SP,GO,credit_card,1,59.9,17.85,77.75
3029ae44ec91ac6c793566e668db93cd,dbb71dc9efb3e86f11b03e57afea00b8,6cd68b3ed6d59aaa9fece558ad360c0a,6/18/2017,d37abf50cce5bcd682830a357783622e,stationery,M,42,batalha,AL,MG,credit_card,1,97.9,38.24,136.14
ab09afe5fa58419dc20bca18a0a68fc4,973fa080350628683fe8a8147335904f,4869f7a5dfa277a7dca6462dcf3b52b2,10/18/2017,0a57f7d2c983bcf8188589a5fea4a8da,watches_gifts,M,37,alvares machado,SP,SP,credit_card,1,109.9,12.27,122.17
aa9216f0e8af39eb6edc7e44fafabb41,24ef921a5c32a36263d909a364456f0f,cc419e0650a3c5ba77189a1882b7556a,7/30/2017,b1631003bdbc3b1e876f83a7d851d74a,perfumery,F,47,cravinhos,SP,SP,credit_card,1,56.99,11.9,68.89
8f79a0d3f0989f318565ef2aa28577fb,a734d78c8594ace88881fa8021d394ce,f12ff17ad8bbf01ec5c33b17e506649b,5/11/2018,b8077b05c6b4d89a64114fd0c71d0097,auto,M,36,itiquira,MT,SP,credit_card,1,133.0,27.66,160.66
f4f4b61bf60372c3ecb43d647e163aa6,a3a21bf032df1c3f4b3c3304f25e7843,1f50f920176fa81dab994f9023523100,11/21/2017,53759a2ecddad2bb87a079a1f1519f73,garden_tools,M,40,juiz de fora,MG,SP,credit_card,1,59.9,17.67,77.57
38e44f1c4cba91d352a62abf15ecf119,c17ade8d5755b2f05c32066c18fed6dd,e503f22be6a4f456d9851920a5d9c670,7/30/2018,06b4fb6f7d3ef030f7906bb13dde0728,drinks,F,40,sao paulo,SP,SP,credit_card,1,59.9,11.44,71.34
323dad8c483c7f8b818a825d257f4aa0,021833e9737a1145b5a6e3053f0f4329,2138ccb85b11a4ec1e37afbd1c8eda1f,10/6/2016,152153cc85a6e47325494a479a93fc4b,telephony,F,33,sao paulo,SP,SP,credit_card,1,29.9,8.72,38.62
7f4988e3479541a14ffd638419c902b1,f4647aea7ef7c8dfb11e2970c509f8f9,4e06067cc08b3f41d837768d392c3ee3,7/16/2017,2ae501b303a5a8e6f75c8c36f366b2d5,perfumery,F,44,pirapora,MG,MG,credit_card,1,19.99,12.48,32.47
48e7963f79e6edc66ff1730ab512fce0,5643be948bb322722835f79635077474,eeb6de78f79159600292e314a77cbd18,5/1/2017,4b7de4748108b5353b211255e867cf6a,costruction_tools_tools,F,32,sao paulo,SP,SC,credit_card,1,729.0,19.27,748.27
fd10d31bdfb91ffa20c8b037fb9bdaf0,7d27a33a8ff0ddca1e52596e7977c9b7,42b729f859728f5079499127a9c2ef37,7/10/2018,634256dbcd184b3757ffd7632c9fe52a,health_beauty,F,22,cotia,SP,SP,credit_card,1,24.9,7.43,32.33
17588fcdde2c3aa1d7a184519728364c,93b12da6c3f5191d31d87ed63e053647,f8db351d8c4c4c22c6835c19a46f01b0,1/23/2018,f7a17d2c51d9df89a4f1711c4ac17f33,housewares,F,23,gravatai,RS,SP,boleto,1,49.9,15.1,65.0
8e7d1676080ba7cfedefb6f056abf4cf,3451eab46fcf247fa3d16b691855dfce,1025f0e2d44d7041d6cf58b6550e0bfa,11/25/2017,7814c273ab16783d73a9863ebfa8b141,furniture_decor,M,45,cajamar,SP,SP,boleto,1,250.0,30.12,280.12
7d9bb415ee7bea63cedc5efacddb02d0,f2b9813056286294a305b8267486b0e8,77530e9772f57a62c906e1c21538ab82,12/21/2017,6bf5b542b699bd09889aeb3917464f49,furniture_decor,F,31,sao paulo,SP,PR,credit_card,1,299.0,21.58,320.58
7b5128e25d9aecefbe3ed7b42f1daeb4,e17fbd2f4fd5efb2fec96e91cf9b20de,fcb5ace8bcc92f75707dc0f01a27d269,8/7/2018,d35839b7d99e82c6541eae7a3cc1f527,stationery,M,32,catu,BA,SP,credit_card,1,29.7,22.14,51.84
a3a5d73f1d5b6acf698fdd0e795d2ec5,6ddb01706e05a5713d2dd011f581b3b8,70a12e78e608ac31179aea7f8422044b,5/3/2017,cb035acb0af5f79c8ebad476b968574a,housewares,M,32,curitiba,PR,SP,credit_card,1,39.0,15.56,54.56
c1fb756587ad36ed1ecea431ea71887e,2e54fa48b03df58eece64527893b5baa,1bb2bdb95f4841f1bba2c0d2cd83d3c9,4/12/2018,9d0bb30eed80184666c8acad23921283,books_general_interest,M,28,sao paulo,SP,SP,boleto,1,19.95,8.29,28.24
5bca8968c7bbe677fbb54e8d8b3d331e,ee7bae6bffd1ba8fe5fb033bc6dd4d74,f8db351d8c4c4c22c6835c19a46f01b0,2/21/2018,f7a17d2c51d9df89a4f1711c4ac17f33,housewares,M,32,lapa,PR,SP,boleto,1,48.9,15.1,64.0
9080bbebe770730d55977265386a0b21,377309e4c538bd6988eacb5862dddcd5,4a3ca9315b744ce9f8e9374361493884,3/17/2018,99a4788cb24856965c36a24e339b6058,bed_bath_table,F,49,mogi-guacu,SP,SP,credit_card,1,86.9,16.29,103.19
4bb9f56f9fdb757c77ec38c0989cba4e,c159666648d013ce39dc858d45eae4c5,53e4c6e0f4312d4d2107a8c9cddf45cd,4/27/2017,6e4eaf17356be84be6194640c5908c91,housewares,F,23,brasilia,DF,SP,credit_card,2,37.0,42.76,159.52
83f4ef880ab532703def37dd9c0e7348,ac5d0349ba5fbcd6936ada5ac444dd90,cc419e0650a3c5ba77189a1882b7556a,12/1/2017,22c5ddc22ea8cae84fc9917def682dc6,perfumery,M,44,rio negro,PR,SP,boleto,1,56.99,15.15,72.14
cd077df405bc0e52ce5534344785b0a6,732156e863a2e1baf78dfab70fe7bfce,37be5a7c751166fbc5f8ccba4119e043,7/19/2017,c6ea63369936552872ae890c82175b4b,bed_bath_table,M,32,pendencias,RN,SP,credit_card,1,205.0,48.87,253.87
f688669f48063536e082bb32d634cd46,691d28310063e5b36b732b117f2bcfc0,46dc3b2cc0980fb8ec44634e21d2718e,10/7/2016,c66def7098f4d87751f40c3a4855ced1,toys,M,25,rio de janeiro,RJ,RJ,boleto,1,99.99,11.23,111.22
8d4d21fb1ce7b5b4e78d264feb534aee,abe5649ff35a84e683fc7f4ab4296153,ffa6adafb71b807dc13159e26431354c,4/26/2018,c5f91783ab6cb187c7182b8e4b8c9047,cine_photo,M,48,pelotas,RS,PR,credit_card,1,159.0,23.69,182.69
1ca238d5d47be7f4da4d8d22f33ed7ca,bf57e3659efaa70a4a20f40a78618259,7c67e1448b00f6e969d365cea6b010ab,3/9/2017,d6fe3b4ddecd4a8393c6a1385de3bfb6,office_furniture,M,35,sao jose do rio preto,SP,SP,credit_card,3,199.99,34.44,703.29
8e0681f2a4f1f64042b59780dc46125d,06dcae7b409e7ee3098993674b02f1c4,ba143b05f0110f0dc71ad71b4466ce92,5/21/2018,0b910ddd6185e20c016c2113fc864eb4,books_technical,F,44,cotia,SP,SP,credit_card,1,201.99,14.32,216.31
a6bd1f93b7ff72cc348ca07f38ec4bee,6d63fa86bd2f62908ad328325799152f,259f7b5e6e482c230e5bfaa670b6bb8f,4/20/2018,c045b19fdb30a3035c56d04c6fe2e622,bed_bath_table,F,23,sao jose do rio preto,SP,SP,credit_card,1,59.9,17.33,77.23
f92433147728892c780115a18706574a,7079100fc287f33464e21f3bca1fb1f6,058fd0aa2bfdb2274e05e1ae971dabb6,4/27/2018,8f83335d6508c667813ff14dc437bc81,perfumery,M,38,brasilia,DF,SP,credit_card,2,139.0,15.85,309.7
77ff15a95ac5dbc2c62ece6326365ad4,41643f16cc59d43e301c29258c3ea7eb,bfd27a966d91cfaafdb25d076585f0da,10/4/2017,657aa59c6c58816ddc4f86c51a2759c9,baby,F,50,rio de janeiro,RJ,SP,credit_card,1,129.0,18.15,147.15
de2ffdb58d14dd76c8863458e5be6b72,47c87e5d66159cc2b5907f9892b4144d,522620dcb18a6b31cd7bdf73665113a9,3/8/2018,04dc26a02c448f6f2b914f01c2902ebd,consoles_games,F,36,belo horizonte,MG,PR,credit_card,1,299.0,25.72,324.72
872076a76f2016c1ce453396f61c995b,bb5a8eb623c125a2de9f652361313c11,ea8482cd71df3c1969d7b9473ff13abc,5/14/2018,a2da86fa759178e9e58e54aa1a144e59,telephony,F,27,guarulhos,SP,SP,credit_card,1,24.99,7.39,32.38
16fac761b4906243ece450c7a9179329,fe4a5493fd7197b7bf81a1545e21bdf5,81a1104df0f08b59c68aa5b03cfe398e,2/25/2018,a11b09bc9acb0cfeac91d3f4c13fff01,garden_tools,F,30,barra do pirai,RJ,PR,credit_card,1,117.9,20.07,137.97
b257713d1922be564a498b7dea2969a8,75bf36ee775028334160d2d39552d9ae,431af27f296bc6519d890aa5a05fdb11,12/4/2017,9545d45c37449ccbc376de3a04c66e71,health_beauty,F,38,guarulhos,SP,SP,credit_card,1,125.9,13.9,139.8
